d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total_Cases
1099,Oromia,Arsi,Bekoji Town,4/1/17,3
1100,Oromia,Arsi,Chole,4/1/17,22
1101,Oromia,Arsi,Deksis,4/1/17,13
1102,Oromia,Arsi,Digeluna Tijo,4/1/17,7
1103,Oromia,Arsi,Dodota,4/1/17,37
1104,Oromia,Arsi,Enkelo Wabe,4/1/17,10
1105,Oromia,Arsi,Gololcha,4/1/17,37
1106,Oromia,Arsi,Guna,4/1/17,21
1107,Oromia,Arsi,Hitosa,4/1/17,23
1108,Oromia,Arsi,Jeju,4/1/17,13
1109,Oromia,Arsi,Limuna Bilbilo,4/1/17,4
1110,Oromia,Arsi,Ludehetosa,4/1/17,10
1111,Oromia,Arsi,Merti,4/1/17,30
1112,Oromia,Arsi,Munesa,4/1/17,2
1113,Oromia,Arsi,Robe,4/1/17,10
1114,Oromia,Arsi,Seru,4/1/17,8
1115,Oromia,Arsi,Shirka,4/1/17,29
1116,Oromia,Arsi,Sire,4/1/17,8
1117,Oromia,Arsi,Sude,4/1/17,2
1118,Oromia,Arsi,Tena,4/1/17,5
1119,Oromia,Arsi,Tiyo,4/1/17,4
1120,Oromia,Arsi,Zeway Dugda,4/1/17,34
1121,Oromia,Assela Town,Assela Town,4/1/17,5
1122,Oromia,Bale,Agarfa,4/1/17,10
1123,Oromia,Bale,Arena Buluq,4/1/17,16
1124,Oromia,Bale,Berbere,4/1/17,24
1125,Oromia,Bale,Dawe Qachen,4/1/17,28
1126,Oromia,Bale,Dawe Serar,4/1/17,25
1127,Oromia,Bale,Delo Mena,4/1/17,36
1128,Oromia,Bale,Dinsho,4/1/17,9
1129,Oromia,Bale,Gasera,4/1/17,13
1130,Oromia,Bale,Ginir,4/1/17,22
1131,Oromia,Bale,Ginir Town,4/1/17,11
1132,Oromia,Bale,Goba,4/1/17,6
1133,Oromia,Bale,Goba Town,4/1/17,20
1134,Oromia,Bale,Gololcha,4/1/17,4
1135,Oromia,Bale,Goro,4/1/17,57
1136,Oromia,Bale,Gura Dhamole,4/1/17,9
1137,Oromia,Bale,Legehida,4/1/17,13
1138,Oromia,Bale,Meda Welabu,4/1/17,32
1139,Oromia,Bale,Raitu,4/1/17,9
1140,Oromia,Bale,Robe Town,4/1/17,8
1141,Oromia,Bale,Seweyna,4/1/17,42
1142,Oromia,Bale,Sinana,4/1/17,2
1143,Oromia,Bishoftu Town,Bishoftu Town,4/1/17,5
1144,Oromia,Borena,Arero,4/1/17,13
1145,Oromia,Borena,Dhas,4/1/17,3
1146,Oromia,Borena,Dilo,4/1/17,11
1147,Oromia,Borena,Dire,4/1/17,8
1148,Oromia,Borena,Dubluk,4/1/17,4
1149,Oromia,Borena,El way,4/1/17,9
1150,Oromia,Borena,Gomole,4/1/17,12
1151,Oromia,Borena,Guchi,4/1/17,2
1152,Oromia,Borena,Meyo,4/1/17,1
1153,Oromia,Borena,Moyale,4/1/17,16
1154,Oromia,Borena,Moyale Hospital,4/1/17,2
1155,Oromia,Borena,Teltele,4/1/17,13
1156,Oromia,Borena,Wachile,4/1/17,5
1157,Oromia,Borena,Yabelo,4/1/17,1
1158,Oromia,Borena,Yabelo Hospital,4/1/17,8
1159,Oromia,Borena,Yabelo Rural,4/1/17,10
1160,Oromia,Buno Bedele,Bedele Hospital,4/1/17,10
1161,Oromia,Buno Bedele,Bedele Town,4/1/17,0
1162,Oromia,Buno Bedele,Bedele Zuriya,4/1/17,1
1163,Oromia,Buno Bedele,Boricha,4/1/17,19
1164,Oromia,Buno Bedele,Chewaqa,4/1/17,12
1165,Oromia,Buno Bedele,Chora,4/1/17,0
1166,Oromia,Buno Bedele,Dapho Hana,4/1/17,5
1167,Oromia,Buno Bedele,Dedesa,4/1/17,12
1168,Oromia,Buno Bedele,Diga,4/1/17,3
1169,Oromia,Buno Bedele,Gechi,4/1/17,8
1170,Oromia,Buno Bedele,Meko,4/1/17,0
1171,Oromia,Burayu Town,Burayu Town,4/1/17,2
1172,Oromia,Dukem Town,Dukem Town,4/1/17,2
1173,Oromia,East Hararge,Aweday Town,4/1/17,22
1174,Oromia,East Hararge,Babile,4/1/17,7
1175,Oromia,East Hararge,Babile Woreda,4/1/17,20
1176,Oromia,East Hararge,Bedeno,4/1/17,175
1177,Oromia,East Hararge,Bisidimo Hospital,4/1/17,37
1178,Oromia,East Hararge,Chelenko Hospital,4/1/17,8
1179,Oromia,East Hararge,Chinakesen,4/1/17,31
1180,Oromia,East Hararge,Deder,4/1/17,72
1181,Oromia,East Hararge,Deder Hospital,4/1/17,18
1182,Oromia,East Hararge,Deder Town,4/1/17,5
1183,Oromia,East Hararge,Fedis,4/1/17,189
1184,Oromia,East Hararge,Garemuleta Hospital,4/1/17,18
1185,Oromia,East Hararge,Girawa,4/1/17,244
1186,Oromia,East Hararge,Gole Oda,4/1/17,70
1187,Oromia,East Hararge,Goro Gutu,4/1/17,52
1188,Oromia,East Hararge,Goro Muti,4/1/17,26
1189,Oromia,East Hararge,Gursum,4/1/17,105
1190,Oromia,East Hararge,Haromaya Hospital,4/1/17,28
1191,Oromia,East Hararge,Haromaya Rural,4/1/17,83
1192,Oromia,East Hararge,Haromaya Town,4/1/17,3
1193,Oromia,East Hararge,Jarso,4/1/17,45
1194,Oromia,East Hararge,Kersa EH,4/1/17,44
1195,Oromia,East Hararge,Kombolicha,4/1/17,37
1196,Oromia,East Hararge,Kumbi,4/1/17,52
1197,Oromia,East Hararge,Kurfa Chele,4/1/17,22
1198,Oromia,East Hararge,Melka Belo,4/1/17,49
1199,Oromia,East Hararge,Meta,4/1/17,57
1200,Oromia,East Hararge,Meyu Muleke,4/1/17,47
1201,Oromia,East Hararge,Midega Tole,4/1/17,88
1202,Oromia,East Shewa,Adama,4/1/17,22
1203,Oromia,East Shewa,Adami Tulu Jido Kombolcha,4/1/17,91
1204,Oromia,East Shewa,Adea,4/1/17,2
1205,Oromia,East Shewa,Batu,4/1/17,12
1206,Oromia,East Shewa,Bora,4/1/17,12
1207,Oromia,East Shewa,Boset,4/1/17,22
1208,Oromia,East Shewa,Dugda,4/1/17,52
1209,Oromia,East Shewa,Fentale,4/1/17,23
1210,Oromia,East Shewa,Gimbichu,4/1/17,0
1211,Oromia,East Shewa,Liben,4/1/17,12
1212,Oromia,East Shewa,Lomme,4/1/17,0
1213,Oromia,East Shewa,Matahara,4/1/17,7
1214,Oromia,East Shewa,Mojo,4/1/17,0
1215,Oromia,East Shewa,Olanciti Hospital,4/1/17,0
1216,Oromia,East Wellega,Boneya Bushe,4/1/17,6
1217,Oromia,East Wellega,Diga,4/1/17,15
1218,Oromia,East Wellega,Ebantu,4/1/17,2
1219,Oromia,East Wellega,Gida Ayana,4/1/17,10
1220,Oromia,East Wellega,Gobu Seyo,4/1/17,15
1221,Oromia,East Wellega,Gudeyabila,4/1/17,0
1222,Oromia,East Wellega,Guto Gida,4/1/17,3
1223,Oromia,East Wellega,Haro Limu,4/1/17,7
1224,Oromia,East Wellega,Jimma Arjo,4/1/17,11
1225,Oromia,East Wellega,Kiremu,4/1/17,3
1226,Oromia,East Wellega,Leqa Dulecha,4/1/17,5
1227,Oromia,East Wellega,Limu,4/1/17,6
1228,Oromia,East Wellega,Nunu Qumba,4/1/17,5
1229,Oromia,East Wellega,Sasiga,4/1/17,8
1230,Oromia,East Wellega,Sibu Sire,4/1/17,6
1231,Oromia,East Wellega,Wama Hagelo,4/1/17,4
1232,Oromia,East Wellega,Wayu Tuqa,4/1/17,5
1233,Oromia,Finfine Zuria,Akaki,4/1/17,1
1234,Oromia,Finfine Zuria,Berreh,4/1/17,0
1235,Oromia,Finfine Zuria,Holeta,4/1/17,0
1236,Oromia,Finfine Zuria,Mullo,4/1/17,0
1237,Oromia,Finfine Zuria,Sandefa,4/1/17,1
1238,Oromia,Finfine Zuria,Sebeta Awas,4/1/17,6
1239,Oromia,Finfine Zuria,Sululta Town,4/1/17,6
1240,Oromia,Finfine Zuria,Walmera,4/1/17,0
1241,Oromia,Gelan Town,Gelan Town,4/1/17,0
1242,Oromia,Guji,Adola Hospital,4/1/17,16
1243,Oromia,Guji,Adola Reda,4/1/17,52
1244,Oromia,Guji,Adola Town,4/1/17,6
1245,Oromia,Guji,Aga Wayyu,4/1/17,9
1246,Oromia,Guji,Anna Sora,4/1/17,40
1247,Oromia,Guji,Bore,4/1/17,15
1248,Oromia,Guji,Dima,4/1/17,9
1249,Oromia,Guji,Girja,4/1/17,18
1250,Oromia,Guji,Goro Dola,4/1/17,39
1251,Oromia,Guji,Gumi Eldallo,4/1/17,20
1252,Oromia,Guji,Hambela Wamena,4/1/17,55
1253,Oromia,Guji,Liben,4/1/17,47
1254,Oromia,Guji,Negele Hospital,4/1/17,3
1255,Oromia,Guji,Negele Town,4/1/17,4
1256,Oromia,Guji,Odo Shakiso,4/1/17,31
1257,Oromia,Guji,Saba Boru,4/1/17,19
1258,Oromia,Guji,Shakiso town,4/1/17,13
1259,Oromia,Guji,Uraga,4/1/17,40
1260,Oromia,Guji,Wadara,4/1/17,43
1261,Oromia,Horo Gudru Wellega,Abay Chomen,4/1/17,0
1262,Oromia,Horo Gudru Wellega,Abe Dengoro,4/1/17,5
1263,Oromia,Horo Gudru Wellega,Amuru,4/1/17,2
1264,Oromia,Horo Gudru Wellega,Gudru,4/1/17,3
1265,Oromia,Horo Gudru Wellega,Hababo Guduru,4/1/17,1
1266,Oromia,Horo Gudru Wellega,Horo,4/1/17,0
1267,Oromia,Horo Gudru Wellega,Jarte Jardga,4/1/17,6
1268,Oromia,Horo Gudru Wellega,Jima Geneti,4/1/17,4
1269,Oromia,Horo Gudru Wellega,Jima Rare,4/1/17,2
1270,Oromia,Horo Gudru Wellega,Shambu Town,4/1/17,7
1271,Oromia,Ilu Aba Bora,Ale,4/1/17,0
1272,Oromia,Ilu Aba Bora,Algesachi,4/1/17,8
1273,Oromia,Ilu Aba Bora,Becho,4/1/17,0
1274,Oromia,Ilu Aba Bora,Bilonopa,4/1/17,0
1275,Oromia,Ilu Aba Bora,Bure,4/1/17,0
1276,Oromia,Ilu Aba Bora,Darimu,4/1/17,2
1277,Oromia,Ilu Aba Bora,Didu,4/1/17,2
1278,Oromia,Ilu Aba Bora,Doreni,4/1/17,2
1279,Oromia,Ilu Aba Bora,Halu,4/1/17,0
1280,Oromia,Ilu Aba Bora,Hurumu,4/1/17,0
1281,Oromia,Ilu Aba Bora,Metu Rural,4/1/17,4
1282,Oromia,Ilu Aba Bora,Metu Town,4/1/17,8
1283,Oromia,Ilu Aba Bora,Nono Sele,4/1/17,0
1284,Oromia,Ilu Aba Bora,Yayu,4/1/17,0
1285,Oromia,Jimma,B/Tolyi,4/1/17,9
1286,Oromia,Jimma,Agaro,4/1/17,16
1287,Oromia,Jimma,Chora Boter,4/1/17,6
1288,Oromia,Jimma,Dedo,4/1/17,32
1289,Oromia,Jimma,Gera,4/1/17,7
1290,Oromia,Jimma,Gomma,4/1/17,7
1291,Oromia,Jimma,Guma,4/1/17,15
1292,Oromia,Jimma,Kersa,4/1/17,7
1293,Oromia,Jimma,Limu Hospital,4/1/17,11
1294,Oromia,Jimma,Limu Kosa,4/1/17,7
1295,Oromia,Jimma,Limu Seka,4/1/17,19
1296,Oromia,Jimma,Mana,4/1/17,20
1297,Oromia,Jimma,Mancho,4/1/17,35
1298,Oromia,Jimma,Nono Benja,4/1/17,1
1299,Oromia,Jimma,O/Beyam,4/1/17,22
1300,Oromia,Jimma,Omonada,4/1/17,37
1301,Oromia,Jimma,Seka Chekorsa,4/1/17,32
1302,Oromia,Jimma,Sekoru,4/1/17,24
1303,Oromia,Jimma,Setema,4/1/17,25
1304,Oromia,Jimma,Shabe,4/1/17,32
1305,Oromia,Jimma,Sigmo,4/1/17,8
1306,Oromia,Jimma,Tiro Afeta,4/1/17,15
1307,Oromia,Jimma Spe Town,Jimma Spe Town,4/1/17,42
1308,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,4/1/17,0
1309,Oromia,Nekemte Town,Nekemte Town,4/1/17,9
1310,Oromia,North Shewa,Abichugna,4/1/17,16
1311,Oromia,North Shewa,Aleiltu,4/1/17,0
1312,Oromia,North Shewa,Debre Libanos,4/1/17,7
1313,Oromia,North Shewa,Degem,4/1/17,6
1314,Oromia,North Shewa,Dera,4/1/17,14
1315,Oromia,North Shewa,Dera hospital,4/1/17,3
1316,Oromia,North Shewa,Fiche Hospital,4/1/17,3
1317,Oromia,North Shewa,Fichetown,4/1/17,1
1318,Oromia,North Shewa,Girar Jarso,4/1/17,17
1319,Oromia,North Shewa,Hidabu Abote,4/1/17,0
1320,Oromia,North Shewa,Jido,4/1/17,8
1321,Oromia,North Shewa,Kimbibit,4/1/17,1
1322,Oromia,North Shewa,Kuyu Hospital,4/1/17,1
1323,Oromia,North Shewa,Were Jarso,4/1/17,7
1324,Oromia,North Shewa,Wuchale,4/1/17,10
1325,Oromia,North Shewa,Yaya Gulele,4/1/17,1
1326,Oromia,Qeleme Wellega,Anfilo,4/1/17,13
1327,Oromia,Qeleme Wellega,Dale Sedi,4/1/17,1
1328,Oromia,Qeleme Wellega,Dale Wabera,4/1/17,22
1329,Oromia,Qeleme Wellega,Dambi Dollo,4/1/17,0
1330,Oromia,Qeleme Wellega,Dambi Dolo Hospital,4/1/17,28
1331,Oromia,Qeleme Wellega,Gawo Qebe,4/1/17,31
1332,Oromia,Qeleme Wellega,Gidami,4/1/17,0
1333,Oromia,Qeleme Wellega,Hawa Gelan,4/1/17,8
1334,Oromia,Qeleme Wellega,Jimma Horo,4/1/17,0
1335,Oromia,Qeleme Wellega,Laloqile,4/1/17,1
1336,Oromia,Qeleme Wellega,Seyo,4/1/17,0
1337,Oromia,Qeleme Wellega,Yemalogi Wolel,4/1/17,24
1338,Oromia,Sebeta Town,Sebeta Town,4/1/17,1
1339,Oromia,South West Shewa,Ameya,4/1/17,10
1340,Oromia,South West Shewa,Becho,4/1/17,2
1341,Oromia,South West Shewa,Dawo,4/1/17,1
1342,Oromia,South West Shewa,Goro,4/1/17,3
1343,Oromia,South West Shewa,Ilu,4/1/17,0
1344,Oromia,South West Shewa,Kersana Malima,4/1/17,5
1345,Oromia,South West Shewa,Seden Sodo,4/1/17,3
1346,Oromia,South West Shewa,Sodo Dac'Ha,4/1/17,6
1347,Oromia,South West Shewa,St.Luke Hospital,4/1/17,17
1348,Oromia,South West Shewa,Tole,4/1/17,7
1349,Oromia,South West Shewa,Tulu Bolo Hospital,4/1/17,13
1350,Oromia,South West Shewa,Woliso Rural,4/1/17,3
1351,Oromia,South West Shewa,Woliso Town,4/1/17,7
1352,Oromia,South West Shewa,Wonchi,4/1/17,7
1353,Oromia,West Arsi,Adaba,4/1/17,15
1354,Oromia,West Arsi,Arsi Negele Rural,4/1/17,43
1355,Oromia,West Arsi,Arsi Negele Town,4/1/17,2
1356,Oromia,West Arsi,Bishan Guracha Town,4/1/17,1
1357,Oromia,West Arsi,Dodola Rural,4/1/17,7
1358,Oromia,West Arsi,Dodola Town,4/1/17,8
1359,Oromia,West Arsi,Gambo Hospital,4/1/17,17
1360,Oromia,West Arsi,Gedeb Asasa,4/1/17,7
1361,Oromia,West Arsi,Hebal Arsi,4/1/17,17
1362,Oromia,West Arsi,Kofele,4/1/17,2
1363,Oromia,West Arsi,Kokosa,4/1/17,9
1364,Oromia,West Arsi,Kore,4/1/17,0
1365,Oromia,West Arsi,Nensebo,4/1/17,7
1366,Oromia,West Arsi,Shala,4/1/17,223
1367,Oromia,West Arsi,Shashemene Rural,4/1/17,274
1368,Oromia,West Arsi,Siraro,4/1/17,239
1369,Oromia,West Arsi,Wondo,4/1/17,55
1370,Oromia,west Guji,Abaya,4/1/17,77
1371,Oromia,west Guji,Biebirsa kojowa,4/1/17,20
1372,Oromia,west Guji,Bule Hora,4/1/17,20
1373,Oromia,west Guji,Bule Hora hospital,4/1/17,6
1374,Oromia,west Guji,Bule Hora Toun,4/1/17,1
1375,Oromia,west Guji,Dugda Dawa,4/1/17,39
1376,Oromia,west Guji,Gelana,4/1/17,38
1377,Oromia,west Guji,Hanbala,4/1/17,24
1378,Oromia,west Guji,kercha,4/1/17,49
1379,Oromia,west Guji,Kercha hospital,4/1/17,5
1380,Oromia,west Guji,Mkelka Soda,4/1/17,22
1381,Oromia,west Guji,Suro barguda,4/1/17,8
1382,Oromia,West Hararge,Anchar,4/1/17,21
1383,Oromia,West Hararge,Bedesa Town,4/1/17,7
1384,Oromia,West Hararge,Boke,4/1/17,63
1385,Oromia,West Hararge,Burka Dimtu,4/1/17,28
1386,Oromia,West Hararge,Chiro Hospital,4/1/17,20
1387,Oromia,West Hararge,Chiro Town,4/1/17,2
1388,Oromia,West Hararge,Chiro Zuriya,4/1/17,79
1389,Oromia,West Hararge,Daro Lebu,4/1/17,13
1390,Oromia,West Hararge,Doba,4/1/17,34
1391,Oromia,West Hararge,Gelemso Hospital,4/1/17,4
1392,Oromia,West Hararge,Gemechis,4/1/17,146
1393,Oromia,West Hararge,Guba Qoricha,4/1/17,23
1394,Oromia,West Hararge,Habro,4/1/17,38
1395,Oromia,West Hararge,Hawi gudina,4/1/17,40
1396,Oromia,West Hararge,Meiso,4/1/17,65
1397,Oromia,West Hararge,Mesela,4/1/17,107
1398,Oromia,West Hararge,Oda Bultum,4/1/17,85
1399,Oromia,West Hararge,Tulo,4/1/17,52
1400,Oromia,West Hararge,West Harerge	Gumbi Bordede,4/1/17,48
1401,Oromia,West Shewa,Abuna Gindeberet,4/1/17,32
1402,Oromia,West Shewa,Adea Berga,4/1/17,5
1403,Oromia,West Shewa,Ambo,4/1/17,1
1404,Oromia,West Shewa,Ambo Hospital,4/1/17,9
1405,Oromia,West Shewa,Ambo Town,4/1/17,1
1406,Oromia,West Shewa,Bako Tibe,4/1/17,3
1407,Oromia,West Shewa,Chelia,4/1/17,6
1408,Oromia,West Shewa,Codi,4/1/17,16
1409,Oromia,West Shewa,Dano,4/1/17,1
1410,Oromia,West Shewa,Dendi,4/1/17,4
1411,Oromia,West Shewa,Ejerie,4/1/17,7
1412,Oromia,West Shewa,Ejersa Lafo,4/1/17,1
1413,Oromia,West Shewa,Elifata,4/1/17,0
1414,Oromia,West Shewa,Gedo Hospital,4/1/17,4
1415,Oromia,West Shewa,Ginde Beret,4/1/17,9
1416,Oromia,West Shewa,Gindeberet Hospital,4/1/17,7
1417,Oromia,West Shewa,Gojo Hospital,4/1/17,5
1418,Oromia,West Shewa,Ilu Galan,4/1/17,3
1419,Oromia,West Shewa,Inchini Hospital,4/1/17,5
1420,Oromia,West Shewa,Jeldu,4/1/17,6
1421,Oromia,West Shewa,Jibat,4/1/17,3
1422,Oromia,West Shewa,Liban Jawi,4/1/17,1
1423,Oromia,West Shewa,Meta Waliqite,4/1/17,0
1424,Oromia,West Shewa,Metarobi,4/1/17,1
1425,Oromia,West Shewa,Midakegni,4/1/17,14
1426,Oromia,West Shewa,Nono,4/1/17,17
1427,Oromia,West Shewa,Tibe Kutaye,4/1/17,1
1428,Oromia,West Shewa,Tikur Enchini,4/1/17,2
1429,Oromia,West Wellega,Ayira,4/1/17,0
1430,Oromia,West Wellega,Ayira Hospital,4/1/17,2
1431,Oromia,West Wellega,Babo Gembel,4/1/17,1
1432,Oromia,West Wellega,Begi,4/1/17,3
1433,Oromia,West Wellega,Begi hospital,4/1/17,1
1434,Oromia,West Wellega,Boji Cheqorsa,4/1/17,0
1435,Oromia,West Wellega,Boji Dermeji,4/1/17,0
1436,Oromia,West Wellega,Genji,4/1/17,0
1437,Oromia,West Wellega,Gimbi,4/1/17,0
1438,Oromia,West Wellega,Gimbi Adventist hospital,4/1/17,0
1439,Oromia,West Wellega,Gimbi public  Hospital,4/1/17,2
1440,Oromia,West Wellega,Gimbi Rural,4/1/17,0
1441,Oromia,West Wellega,Guliso,4/1/17,0
1442,Oromia,West Wellega,Haru,4/1/17,12
1443,Oromia,West Wellega,Homa,4/1/17,0
1444,Oromia,West Wellega,Jarso,4/1/17,0
1445,Oromia,West Wellega,Kundala,4/1/17,2
1446,Oromia,West Wellega,Lalo Asabi,4/1/17,0
1447,Oromia,West Wellega,Lata Sibu,4/1/17,0
1448,Oromia,West Wellega,Mendi Hospital,4/1/17,2
1449,Oromia,West Wellega,Mendi Town,4/1/17,0
1450,Oromia,West Wellega,Mene Sibu,4/1/17,0
1451,Oromia,West Wellega,Nejo Hospital,4/1/17,0
1452,Oromia,West Wellega,Nejo Rural,4/1/17,0
1453,Oromia,West Wellega,Nejo Town,4/1/17,0
1454,Oromia,West Wellega,Nole Kaba,4/1/17,0
1455,Oromia,West Wellega,Qiltu Kara,4/1/17,0
1456,Oromia,West Wellega,Seyo Nole,4/1/17,0
1457,Oromia,West Wellega,Yubdo,4/1/17,0
1458,Oromia,North Shewa,Kuyu,4/1/17,2
1459,Oromia,Shashamane Town,Shashamane Town,4/1/17,24
1460,Oromia,Sululta Town,Sululta Town,4/1/17,0
1461,Oromia,Arsi,Shenan kolu,4/1/17,0
1462,Oromia,Adama Special Town,Adama Town,5/1/17,30
1463,Oromia,Arsi,Amigna,5/1/17,27
1464,Oromia,Arsi,Aseko,5/1/17,12
1465,Oromia,Arsi,Bale Gesgara,5/1/17,46
1466,Oromia,Arsi,Bekoji Town,5/1/17,6
1467,Oromia,Arsi,Chole,5/1/17,24
1468,Oromia,Arsi,Deksis,5/1/17,15
1469,Oromia,Arsi,Digeluna Tijo,5/1/17,15
1470,Oromia,Arsi,Dodota,5/1/17,18
1471,Oromia,Arsi,Enkelo Wabe,5/1/17,10
1472,Oromia,Arsi,Guna,5/1/17,32
1473,Oromia,Arsi,Hitosa,5/1/17,49
1474,Oromia,Arsi,Limuna Bilbilo,5/1/17,20
1475,Oromia,Arsi,Ludehetosa,5/1/17,26
1476,Oromia,Arsi,Merti,5/1/17,47
1477,Oromia,Arsi,Munesa,5/1/17,1
1478,Oromia,Arsi,Robe,5/1/17,30
1479,Oromia,Arsi,Seru,5/1/17,19
1480,Oromia,Arsi,Shirka,5/1/17,37
1481,Oromia,Arsi,Sire,5/1/17,4
1482,Oromia,Arsi,Sude,5/1/17,9
1483,Oromia,Arsi,Tena,5/1/17,27
1484,Oromia,Arsi,Tiyo,5/1/17,4
1485,Oromia,Arsi,Zeway Dugda,5/1/17,30
1486,Oromia,Assela Town,Assela Town,5/1/17,6
1487,Oromia,Bale,Agarfa,5/1/17,19
1488,Oromia,Bale,Arena Buluq,5/1/17,48
1489,Oromia,Bale,Berbere,5/1/17,41
1490,Oromia,Bale,Dawe Qachen,5/1/17,35
1491,Oromia,Bale,Dawe Serar,5/1/17,40
1492,Oromia,Bale,Delo Mena,5/1/17,92
1493,Oromia,Bale,Dinsho,5/1/17,2
1494,Oromia,Bale,Gasera,5/1/17,7
1495,Oromia,Bale,Ginir,5/1/17,60
1496,Oromia,Bale,Ginir Town,5/1/17,9
1497,Oromia,Bale,Goba,5/1/17,9
1498,Oromia,Bale,Goba Town,5/1/17,11
1499,Oromia,Bale,Gololcha,5/1/17,5
1500,Oromia,Bale,Goro,5/1/17,97
1501,Oromia,Bale,Gura Dhamole,5/1/17,17
1502,Oromia,Bale,Legehida,5/1/17,17
1503,Oromia,Bale,Meda Welabu,5/1/17,68
1504,Oromia,Bale,Raitu,5/1/17,31
1505,Oromia,Bale,Seweyna,5/1/17,91
1506,Oromia,Bale,Sinana,5/1/17,10
1507,Oromia,Bishoftu Town,Bishoftu Town,5/1/17,2
1508,Oromia,Borena,Arero,5/1/17,7
1509,Oromia,Borena,Dhas,5/1/17,8
1510,Oromia,Borena,Dilo,5/1/17,21
1511,Oromia,Borena,Dire,5/1/17,4
1512,Oromia,Borena,Dubluk,5/1/17,3
1513,Oromia,Borena,El way,5/1/17,3
1514,Oromia,Borena,Gomole,5/1/17,18
1515,Oromia,Borena,Guchi,5/1/17,3
1516,Oromia,Borena,Meyo,5/1/17,2
1517,Oromia,Borena,Moyale,5/1/17,17
1518,Oromia,Borena,Moyale Hospital,5/1/17,9
1519,Oromia,Borena,Teltele,5/1/17,10
1520,Oromia,Borena,Yabelo,5/1/17,1
1521,Oromia,Borena,Yabelo Hospital,5/1/17,19
1522,Oromia,Borena,Yabelo Rural,5/1/17,6
1523,Oromia,Buno Bedele,Bedele Hospital,5/1/17,9
1524,Oromia,Buno Bedele,Bedele Town,5/1/17,0
1525,Oromia,Buno Bedele,Bedele Zuriya,5/1/17,0
1526,Oromia,Buno Bedele,Boricha,5/1/17,5
1527,Oromia,Buno Bedele,Chewaqa,5/1/17,2
1528,Oromia,Buno Bedele,Chora,5/1/17,2
1529,Oromia,Buno Bedele,Dapho Hana,5/1/17,4
1530,Oromia,Buno Bedele,Dedesa,5/1/17,9
1531,Oromia,Buno Bedele,Diga,5/1/17,1
1532,Oromia,Buno Bedele,Gechi,5/1/17,1
1533,Oromia,Buno Bedele,Meko,5/1/17,0
1534,Oromia,Burayu Town,Burayu Town,5/1/17,0
1535,Oromia,Dukem Town,Dukem Town,5/1/17,6
1536,Oromia,East Hararge,Aweday Town,5/1/17,27
1537,Oromia,East Hararge,Babile,5/1/17,6
1538,Oromia,East Hararge,Babile Woreda,5/1/17,27
1539,Oromia,East Hararge,Bedeno,5/1/17,183
1540,Oromia,East Hararge,Bisidimo Hospital,5/1/17,28
1541,Oromia,East Hararge,Chelenko Hospital,5/1/17,10
1542,Oromia,East Hararge,Chinakesen,5/1/17,64
1543,Oromia,East Hararge,Deder,5/1/17,100
1544,Oromia,East Hararge,Deder Hospital,5/1/17,26
1545,Oromia,East Hararge,Deder Town,5/1/17,9
1546,Oromia,East Hararge,Fedis,5/1/17,230
1547,Oromia,East Hararge,Garemuleta Hospital,5/1/17,25
1548,Oromia,East Hararge,Girawa,5/1/17,235
1549,Oromia,East Hararge,Gole Oda,5/1/17,121
1550,Oromia,East Hararge,Goro Gutu,5/1/17,40
1551,Oromia,East Hararge,Goro Muti,5/1/17,44
1552,Oromia,East Hararge,Gursum,5/1/17,117
1553,Oromia,East Hararge,Haromaya Rural,5/1/17,112
1554,Oromia,East Hararge,Haromaya Town,5/1/17,2
1555,Oromia,East Hararge,Jarso,5/1/17,68
1556,Oromia,East Hararge,Kersa EH,5/1/17,45
1557,Oromia,East Hararge,Kombolicha,5/1/17,47
1558,Oromia,East Hararge,Kumbi,5/1/17,80
1559,Oromia,East Hararge,Kurfa Chele,5/1/17,19
1560,Oromia,East Hararge,Melka Belo,5/1/17,35
1561,Oromia,East Hararge,Meta,5/1/17,41
1562,Oromia,East Hararge,Meyu Muleke,5/1/17,73
1563,Oromia,East Hararge,Midega Tole,5/1/17,113
1564,Oromia,East Shewa,Adama,5/1/17,30
1565,Oromia,East Shewa,Adami Tulu Jido Kombolcha,5/1/17,126
1566,Oromia,East Shewa,Adea,5/1/17,1
1567,Oromia,East Shewa,Batu,5/1/17,10
1568,Oromia,East Shewa,Bora,5/1/17,23
1569,Oromia,East Shewa,Boset,5/1/17,30
1570,Oromia,East Shewa,Dugda,5/1/17,75
1571,Oromia,East Shewa,Fentale,5/1/17,41
1572,Oromia,East Shewa,Gimbichu,5/1/17,2
1573,Oromia,East Shewa,Liben,5/1/17,15
1574,Oromia,East Shewa,Lomme,5/1/17,2
1575,Oromia,East Shewa,Matahara,5/1/17,9
1576,Oromia,East Shewa,Mojo,5/1/17,0
1577,Oromia,East Shewa,Olanciti Hospital,5/1/17,3
1578,Oromia,East Wellega,Boneya Bushe,5/1/17,15
1579,Oromia,East Wellega,Diga,5/1/17,15
1580,Oromia,East Wellega,Ebantu,5/1/17,7
1581,Oromia,East Wellega,Gida Ayana,5/1/17,10
1582,Oromia,East Wellega,Gobu Seyo,5/1/17,21
