d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total_Cases
500,Oromia,Finfine Zuria,Mullo,2/1/17,1
501,Oromia,Finfine Zuria,Sandefa,2/1/17,1
502,Oromia,Finfine Zuria,Sebeta Awas,2/1/17,3
503,Oromia,Finfine Zuria,Sululta Town,2/1/17,1
504,Oromia,Finfine Zuria,Walmera,2/1/17,11
505,Oromia,Gelan Town,Gelan Town,2/1/17,0
506,Oromia,Guji,Adola Hospital,2/1/17,6
507,Oromia,Guji,Adola Reda,2/1/17,44
508,Oromia,Guji,Adola Town,2/1/17,1
509,Oromia,Guji,Aga Wayyu,2/1/17,39
510,Oromia,Guji,Anna Sora,2/1/17,24
511,Oromia,Guji,Bore,2/1/17,35
512,Oromia,Guji,Dima,2/1/17,42
513,Oromia,Guji,Girja,2/1/17,35
514,Oromia,Guji,Goro Dola,2/1/17,77
515,Oromia,Guji,Gumi Eldallo,2/1/17,23
516,Oromia,Guji,Hambela Wamena,2/1/17,109
517,Oromia,Guji,Liben,2/1/17,123
518,Oromia,Guji,Negele Town,2/1/17,2
519,Oromia,Guji,Odo Shakiso,2/1/17,33
520,Oromia,Guji,Saba Boru,2/1/17,31
521,Oromia,Guji,Shakiso town,2/1/17,4
522,Oromia,Guji,Uraga,2/1/17,73
523,Oromia,Guji,Wadara,2/1/17,67
524,Oromia,Horo Gudru Wellega,Abay Chomen,2/1/17,2
525,Oromia,Horo Gudru Wellega,Abe Dengoro,2/1/17,5
526,Oromia,Horo Gudru Wellega,Amuru,2/1/17,6
527,Oromia,Horo Gudru Wellega,Gudru,2/1/17,0
528,Oromia,Horo Gudru Wellega,Hababo Guduru,2/1/17,1
529,Oromia,Horo Gudru Wellega,Horo,2/1/17,0
530,Oromia,Horo Gudru Wellega,Jarte Jardga,2/1/17,7
531,Oromia,Horo Gudru Wellega,Jima Geneti,2/1/17,5
532,Oromia,Horo Gudru Wellega,Jima Rare,2/1/17,0
533,Oromia,Horo Gudru Wellega,Shambu Town,2/1/17,17
534,Oromia,Ilu Aba Bora,Ale,2/1/17,0
535,Oromia,Ilu Aba Bora,Algesachi,2/1/17,2
536,Oromia,Ilu Aba Bora,Becho,2/1/17,0
537,Oromia,Ilu Aba Bora,Bilonopa,2/1/17,0
538,Oromia,Ilu Aba Bora,Bure,2/1/17,0
539,Oromia,Ilu Aba Bora,Darimu,2/1/17,0
540,Oromia,Ilu Aba Bora,Didu,2/1/17,1
541,Oromia,Ilu Aba Bora,Doreni,2/1/17,0
542,Oromia,Ilu Aba Bora,Halu,2/1/17,0
543,Oromia,Ilu Aba Bora,Hurumu,2/1/17,0
544,Oromia,Ilu Aba Bora,Metu Rural,2/1/17,0
545,Oromia,Ilu Aba Bora,Metu Town,2/1/17,4
546,Oromia,Ilu Aba Bora,Nono Sele,2/1/17,0
547,Oromia,Ilu Aba Bora,Yayu,2/1/17,0
548,Oromia,Jimma,Agaro,2/1/17,11
549,Oromia,Jimma,Chora Boter,2/1/17,7
550,Oromia,Jimma,Dedo,2/1/17,48
551,Oromia,Jimma,Gera,2/1/17,0
552,Oromia,Jimma,Gomma,2/1/17,10
553,Oromia,Jimma,Guma,2/1/17,20
554,Oromia,Jimma,Kersa,2/1/17,10
555,Oromia,Jimma,Limu Hospital,2/1/17,4
556,Oromia,Jimma,Limu Seka,2/1/17,14
557,Oromia,Jimma,Mana,2/1/17,9
558,Oromia,Jimma,Nono Benja,2/1/17,2
559,Oromia,Jimma,Omonada,2/1/17,11
560,Oromia,Jimma,Seka Chekorsa,2/1/17,17
561,Oromia,Jimma,Sekoru,2/1/17,18
562,Oromia,Jimma,Setema,2/1/17,28
563,Oromia,Jimma,Shabe,2/1/17,13
564,Oromia,Jimma,Sigmo,2/1/17,12
565,Oromia,Jimma,Tiro Afeta,2/1/17,13
566,Oromia,Jimma Spe Town,Jimma Spe Town,2/1/17,42
567,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,2/1/17,0
568,Oromia,Nekemte Town,Nekemte Town,2/1/17,19
569,Oromia,North Shewa,Abichugna,2/1/17,23
570,Oromia,North Shewa,Aleiltu,2/1/17,1
571,Oromia,North Shewa,Debre Libanos,2/1/17,1
572,Oromia,North Shewa,Degem,2/1/17,7
573,Oromia,North Shewa,Dera,2/1/17,58
574,Oromia,North Shewa,Dera hospital,2/1/17,5
575,Oromia,North Shewa,Fiche Hospital,2/1/17,6
576,Oromia,North Shewa,Fichetown,2/1/17,5
577,Oromia,North Shewa,Girar Jarso,2/1/17,30
578,Oromia,North Shewa,Hidabu Abote,2/1/17,2
579,Oromia,North Shewa,Jido,2/1/17,12
580,Oromia,North Shewa,Kimbibit,2/1/17,3
581,Oromia,North Shewa,Kuyu,2/1/17,30
582,Oromia,North Shewa,Kuyu Hospital,2/1/17,2
583,Oromia,North Shewa,Were Jarso,2/1/17,16
584,Oromia,North Shewa,Wuchale,2/1/17,5
585,Oromia,North Shewa,Yaya Gulele,2/1/17,4
586,Oromia,Qeleme Wellega,Anfilo,2/1/17,12
587,Oromia,Qeleme Wellega,Dale Sedi,2/1/17,4
588,Oromia,Qeleme Wellega,Dale Wabera,2/1/17,26
589,Oromia,Qeleme Wellega,Dambi Dollo,2/1/17,0
590,Oromia,Qeleme Wellega,Dambi Dolo Hospital,2/1/17,21
591,Oromia,Qeleme Wellega,Gawo Qebe,2/1/17,27
592,Oromia,Qeleme Wellega,Gidami,2/1/17,4
593,Oromia,Qeleme Wellega,Hawa Gelan,2/1/17,18
594,Oromia,Qeleme Wellega,Jimma Horo,2/1/17,1
595,Oromia,Qeleme Wellega,Laloqile,2/1/17,7
596,Oromia,Qeleme Wellega,Seyo,2/1/17,3
597,Oromia,Qeleme Wellega,Yemalogi Wolel,2/1/17,9
598,Oromia,Sebeta Town,Sebeta Town,2/1/17,1
599,Oromia,Shashamane Town,Shashamane Town,2/1/17,19
600,Oromia,South West Shewa,Ameya,2/1/17,6
601,Oromia,South West Shewa,Becho,2/1/17,0
602,Oromia,South West Shewa,Goro,2/1/17,0
603,Oromia,South West Shewa,Ilu,2/1/17,0
604,Oromia,South West Shewa,Kersana Malima,2/1/17,3
605,Oromia,South West Shewa,Seden Sodo,2/1/17,3
606,Oromia,South West Shewa,Sodo Dac'Ha,2/1/17,0
607,Oromia,South West Shewa,St.Luke Hospital,2/1/17,16
608,Oromia,South West Shewa,Tole,2/1/17,3
609,Oromia,South West Shewa,Tulu Bolo Hospital,2/1/17,5
610,Oromia,South West Shewa,Woliso Rural,2/1/17,4
611,Oromia,South West Shewa,Woliso Town,2/1/17,11
612,Oromia,South West Shewa,Wonchi,2/1/17,0
613,Oromia,Sululta Town,Sululta Town,2/1/17,0
614,Oromia,West Arsi,Adaba,2/1/17,18
615,Oromia,West Arsi,Arsi Negele Rural,2/1/17,36
616,Oromia,West Arsi,Arsi Negele Town,2/1/17,2
617,Oromia,West Arsi,Bishan Guracha Town,2/1/17,0
618,Oromia,West Arsi,Dodola Rural,2/1/17,12
619,Oromia,West Arsi,Dodola Town,2/1/17,18
620,Oromia,West Arsi,Gambo Hospital,2/1/17,3
621,Oromia,West Arsi,Gedeb Asasa,2/1/17,31
622,Oromia,West Arsi,Hebal Arsi,2/1/17,6
623,Oromia,West Arsi,Kofele,2/1/17,0
624,Oromia,West Arsi,Kokosa,2/1/17,17
625,Oromia,West Arsi,Kore,2/1/17,1
626,Oromia,West Arsi,Nensebo,2/1/17,0
627,Oromia,West Arsi,Shala,2/1/17,173
628,Oromia,West Arsi,Shashemene Rural,2/1/17,171
629,Oromia,West Arsi,Siraro,2/1/17,107
630,Oromia,West Arsi,Wondo,2/1/17,26
631,Oromia,west Guji,Abaya,2/1/17,57
632,Oromia,west Guji,Biebirsa kojowa,2/1/17,7
633,Oromia,west Guji,Bule Hora hospital,2/1/17,9
634,Oromia,west Guji,Bule Hora Toun,2/1/17,1
635,Oromia,west Guji,Dugda Dawa,2/1/17,35
636,Oromia,west Guji,Gelana,2/1/17,38
637,Oromia,west Guji,Hanbala,2/1/17,42
638,Oromia,west Guji,kercha,2/1/17,69
639,Oromia,west Guji,Kercha hospital,2/1/17,4
640,Oromia,west Guji,Mkelka Soda,2/1/17,49
641,Oromia,west Guji,Suro barguda,2/1/17,15
642,Oromia,West Hararge,Anchar,2/1/17,24
643,Oromia,West Hararge,Bedesa Town,2/1/17,6
644,Oromia,West Hararge,Boke,2/1/17,71
645,Oromia,West Hararge,Burka Dimtu,2/1/17,37
646,Oromia,West Hararge,Chiro Hospital,2/1/17,6
647,Oromia,West Hararge,Chiro Town,2/1/17,6
648,Oromia,West Hararge,Chiro Zuriya,2/1/17,84
649,Oromia,West Hararge,Daro Lebu,2/1/17,37
650,Oromia,West Hararge,Doba,2/1/17,56
651,Oromia,West Hararge,Gelemso Hospital,2/1/17,4
652,Oromia,West Hararge,Gemechis,2/1/17,87
653,Oromia,West Hararge,Guba Qoricha,2/1/17,13
654,Oromia,West Hararge,Habro,2/1/17,33
655,Oromia,West Hararge,Hawi gudina,2/1/17,16
656,Oromia,West Hararge,Meiso,2/1/17,42
657,Oromia,West Hararge,Mesela,2/1/17,76
658,Oromia,West Hararge,Oda Bultum,2/1/17,76
659,Oromia,West Hararge,Tulo,2/1/17,30
660,Oromia,West Hararge,West Harerge	Gumbi Bordede,2/1/17,39
661,Oromia,West Shewa,Abuna Gindeberet,2/1/17,7
662,Oromia,West Shewa,Adea Berga,2/1/17,4
663,Oromia,West Shewa,Ambo,2/1/17,1
664,Oromia,West Shewa,Ambo Hospital,2/1/17,6
665,Oromia,West Shewa,Ambo Town,2/1/17,5
666,Oromia,West Shewa,Bako Tibe,2/1/17,1
667,Oromia,West Shewa,Chelia,2/1/17,3
668,Oromia,West Shewa,Codi,2/1/17,10
669,Oromia,West Shewa,Dano,2/1/17,0
670,Oromia,West Shewa,Dendi,2/1/17,5
671,Oromia,West Shewa,Ejerie,2/1/17,3
672,Oromia,West Shewa,Ejersa Lafo,2/1/17,0
673,Oromia,West Shewa,Elifata,2/1/17,2
674,Oromia,West Shewa,Gedo Hospital,2/1/17,6
675,Oromia,West Shewa,Ginde Beret,2/1/17,10
676,Oromia,West Shewa,Gojo Hospital,2/1/17,2
677,Oromia,West Shewa,Ilu Galan,2/1/17,4
678,Oromia,West Shewa,Inchini Hospital,2/1/17,2
679,Oromia,West Shewa,Jeldu,2/1/17,8
680,Oromia,West Shewa,Jibat,2/1/17,1
681,Oromia,West Shewa,Liban Jawi,2/1/17,4
682,Oromia,West Shewa,Meta Waliqite,2/1/17,0
683,Oromia,West Shewa,Metarobi,2/1/17,6
684,Oromia,West Shewa,Midakegni,2/1/17,9
685,Oromia,West Shewa,Nono,2/1/17,6
686,Oromia,West Shewa,Tibe Kutaye,2/1/17,0
687,Oromia,West Shewa,Tikur Enchini,2/1/17,4
688,Oromia,West Wellega,Ayira,2/1/17,0
689,Oromia,West Wellega,Ayira Hospital,2/1/17,1
690,Oromia,West Wellega,Babo Gembel,2/1/17,0
691,Oromia,West Wellega,Begi,2/1/17,1
692,Oromia,West Wellega,Begi hospital,2/1/17,6
693,Oromia,West Wellega,Boji Cheqorsa,2/1/17,0
694,Oromia,West Wellega,Boji Dermeji,2/1/17,0
695,Oromia,West Wellega,Genji,2/1/17,0
696,Oromia,West Wellega,Gimbi,2/1/17,0
697,Oromia,West Wellega,Gimbi Adventist hospital,2/1/17,0
698,Oromia,West Wellega,Gimbi public  Hospital,2/1/17,1
699,Oromia,West Wellega,Gimbi Rural,2/1/17,0
700,Oromia,West Wellega,Guliso,2/1/17,0
701,Oromia,West Wellega,Haru,2/1/17,1
702,Oromia,West Wellega,Homa,2/1/17,1
703,Oromia,West Wellega,Jarso,2/1/17,0
704,Oromia,West Wellega,Kundala,2/1/17,3
705,Oromia,West Wellega,Lalo Asabi,2/1/17,0
706,Oromia,West Wellega,Lata Sibu,2/1/17,0
707,Oromia,West Wellega,Mendi Town,2/1/17,0
708,Oromia,West Wellega,Mene Sibu,2/1/17,0
709,Oromia,West Wellega,Nejo Hospital,2/1/17,1
710,Oromia,West Wellega,Nejo Rural,2/1/17,0
711,Oromia,West Wellega,Nejo Town,2/1/17,2
712,Oromia,West Wellega,Nole Kaba,2/1/17,0
713,Oromia,West Wellega,Qiltu Kara,2/1/17,0
714,Oromia,West Wellega,Seyo Nole,2/1/17,1
715,Oromia,West Wellega,Yubdo,2/1/17,1
716,Oromia,Bale,Gasera,2/1/17,4
717,Oromia,Guji,Negele Hospital,2/1/17,7
718,Oromia,Jimma,B/Tolyi,2/1/17,2
719,Oromia,Jimma,Limu Kosa,2/1/17,13
720,Oromia,Jimma,Mancho,2/1/17,24
721,Oromia,Jimma,O/Beyam,2/1/17,16
722,Oromia,South West Shewa,Dawo,2/1/17,0
723,Oromia,west Guji,Bule Hora,2/1/17,58
724,Oromia,West Wellega,Mendi Hospital,2/1/17,0
725,Oromia,Buno Bedele,Bedele Hospital,2/1/17,5
726,Oromia,East Hararge,Goro Muti,2/1/17,1
727,Oromia,West Shewa,Gindeberet Hospital,2/1/17,0
728,Oromia,Adama Special Town,Adama Town,3/1/17,23
729,Oromia,Arsi,Amigna,3/1/17,28
730,Oromia,Arsi,Aseko,3/1/17,14
731,Oromia,Arsi,Bale Gesgara,3/1/17,51
732,Oromia,Arsi,Bekoji Town,3/1/17,3
733,Oromia,Arsi,Chole,3/1/17,23
734,Oromia,Arsi,Deksis,3/1/17,8
735,Oromia,Arsi,Digeluna Tijo,3/1/17,9
736,Oromia,Arsi,Dodota,3/1/17,13
737,Oromia,Arsi,Enkelo Wabe,3/1/17,7
738,Oromia,Arsi,Gololcha,3/1/17,35
739,Oromia,Arsi,Guna,3/1/17,21
740,Oromia,Arsi,Hitosa,3/1/17,23
741,Oromia,Arsi,Jeju,3/1/17,15
742,Oromia,Arsi,Limuna Bilbilo,3/1/17,16
743,Oromia,Arsi,Ludehetosa,3/1/17,53
744,Oromia,Arsi,Merti,3/1/17,25
745,Oromia,Arsi,Munesa,3/1/17,8
746,Oromia,Arsi,Robe,3/1/17,19
747,Oromia,Arsi,Seru,3/1/17,3
748,Oromia,Arsi,Shenan kolu,3/1/17,3
749,Oromia,Arsi,Shirka,3/1/17,35
750,Oromia,Arsi,Sire,3/1/17,6
751,Oromia,Arsi,Sude,3/1/17,17
752,Oromia,Arsi,Tena,3/1/17,10
753,Oromia,Arsi,Tiyo,3/1/17,5
754,Oromia,Arsi,Zeway Dugda,3/1/17,54
755,Oromia,Assela Town,Assela Town,3/1/17,11
756,Oromia,Bale,Agarfa,3/1/17,19
757,Oromia,Bale,Arena Buluq,3/1/17,54
758,Oromia,Bale,Berbere,3/1/17,49
759,Oromia,Bale,Dawe Qachen,3/1/17,23
760,Oromia,Bale,Dawe Serar,3/1/17,20
761,Oromia,Bale,Delo Mena,3/1/17,43
762,Oromia,Bale,Dinsho,3/1/17,2
763,Oromia,Bale,Gasera,3/1/17,6
764,Oromia,Bale,Ginir,3/1/17,65
765,Oromia,Bale,Ginir Town,3/1/17,22
766,Oromia,Bale,Goba,3/1/17,2
767,Oromia,Bale,Goba Town,3/1/17,18
768,Oromia,Bale,Gololcha,3/1/17,31
769,Oromia,Bale,Goro,3/1/17,52
770,Oromia,Bale,Gura Dhamole,3/1/17,6
771,Oromia,Bale,Legehida,3/1/17,30
772,Oromia,Bale,Meda Welabu,3/1/17,52
773,Oromia,Bale,Raitu,3/1/17,22
774,Oromia,Bale,Robe Town,3/1/17,4
775,Oromia,Bale,Seweyna,3/1/17,94
776,Oromia,Bale,Sinana,3/1/17,27
777,Oromia,Bishoftu Town,Bishoftu Town,3/1/17,7
778,Oromia,Borena,Arero,3/1/17,13
779,Oromia,Borena,Dhas,3/1/17,6
780,Oromia,Borena,Dilo,3/1/17,16
781,Oromia,Borena,Dire,3/1/17,1
782,Oromia,Borena,Dubluk,3/1/17,9
783,Oromia,Borena,El way,3/1/17,7
784,Oromia,Borena,Gomole,3/1/17,17
785,Oromia,Borena,Guchi,3/1/17,15
786,Oromia,Borena,Meyo,3/1/17,4
787,Oromia,Borena,Moyale,3/1/17,20
788,Oromia,Borena,Moyale Hospital,3/1/17,5
789,Oromia,Borena,Teltele,3/1/17,5
790,Oromia,Borena,Wachile,3/1/17,11
791,Oromia,Borena,Yabelo,3/1/17,0
792,Oromia,Borena,Yabelo Hospital,3/1/17,9
793,Oromia,Borena,Yabelo Rural,3/1/17,3
794,Oromia,Buno Bedele,Bedele Hospital,3/1/17,7
795,Oromia,Buno Bedele,Bedele Town,3/1/17,0
796,Oromia,Buno Bedele,Bedele Zuriya,3/1/17,4
797,Oromia,Buno Bedele,Boricha,3/1/17,13
798,Oromia,Buno Bedele,Chewaqa,3/1/17,8
799,Oromia,Buno Bedele,Chora,3/1/17,0
800,Oromia,Buno Bedele,Dapho Hana,3/1/17,1
801,Oromia,Buno Bedele,Dedesa,3/1/17,15
802,Oromia,Buno Bedele,Diga,3/1/17,0
803,Oromia,Buno Bedele,Gechi,3/1/17,1
804,Oromia,Buno Bedele,Meko,3/1/17,0
805,Oromia,Burayu Town,Burayu Town,3/1/17,4
806,Oromia,Dukem Town,Dukem Town,3/1/17,0
807,Oromia,East Hararge,Aweday Town,3/1/17,18
808,Oromia,East Hararge,Babile,3/1/17,4
809,Oromia,East Hararge,Babile Woreda,3/1/17,13
810,Oromia,East Hararge,Bedeno,3/1/17,114
811,Oromia,East Hararge,Bisidimo Hospital,3/1/17,18
812,Oromia,East Hararge,Chelenko Hospital,3/1/17,3
813,Oromia,East Hararge,Chinakesen,3/1/17,66
814,Oromia,East Hararge,Deder,3/1/17,41
815,Oromia,East Hararge,Deder Hospital,3/1/17,8
816,Oromia,East Hararge,Deder Town,3/1/17,15
817,Oromia,East Hararge,Fedis,3/1/17,238
818,Oromia,East Hararge,Garemuleta Hospital,3/1/17,23
819,Oromia,East Hararge,Girawa,3/1/17,206
820,Oromia,East Hararge,Gole Oda,3/1/17,122
821,Oromia,East Hararge,Goro Gutu,3/1/17,60
822,Oromia,East Hararge,Goro Muti,3/1/17,7
823,Oromia,East Hararge,Gursum,3/1/17,142
824,Oromia,East Hararge,Haromaya Hospital,3/1/17,14
825,Oromia,East Hararge,Haromaya Rural,3/1/17,61
826,Oromia,East Hararge,Haromaya Town,3/1/17,2
827,Oromia,East Hararge,Jarso,3/1/17,52
828,Oromia,East Hararge,Kersa EH,3/1/17,27
829,Oromia,East Hararge,Kombolicha,3/1/17,34
830,Oromia,East Hararge,Kumbi,3/1/17,44
831,Oromia,East Hararge,Kurfa Chele,3/1/17,11
832,Oromia,East Hararge,Melka Belo,3/1/17,32
833,Oromia,East Hararge,Meta,3/1/17,40
834,Oromia,East Hararge,Meyu Muleke,3/1/17,32
835,Oromia,East Hararge,Midega Tole,3/1/17,92
836,Oromia,East Shewa,Adama,3/1/17,30
837,Oromia,East Shewa,Adami Tulu Jido Kombolcha,3/1/17,81
838,Oromia,East Shewa,Adea,3/1/17,2
839,Oromia,East Shewa,Batu,3/1/17,14
840,Oromia,East Shewa,Bora,3/1/17,22
841,Oromia,East Shewa,Boset,3/1/17,45
842,Oromia,East Shewa,Dugda,3/1/17,43
843,Oromia,East Shewa,Fentale,3/1/17,30
844,Oromia,East Shewa,Gimbichu,3/1/17,4
845,Oromia,East Shewa,Liben,3/1/17,12
846,Oromia,East Shewa,Lomme,3/1/17,1
847,Oromia,East Shewa,Matahara,3/1/17,8
848,Oromia,East Shewa,Mojo,3/1/17,0
849,Oromia,East Shewa,Olanciti Hospital,3/1/17,0
850,Oromia,East Wellega,Boneya Bushe,3/1/17,4
851,Oromia,East Wellega,Diga,3/1/17,9
852,Oromia,East Wellega,Ebantu,3/1/17,3
853,Oromia,East Wellega,Gida Ayana,3/1/17,4
854,Oromia,East Wellega,Gobu Seyo,3/1/17,6
855,Oromia,East Wellega,Gudeyabila,3/1/17,2
856,Oromia,East Wellega,Guto Gida,3/1/17,5
857,Oromia,East Wellega,Haro Limu,3/1/17,16
858,Oromia,East Wellega,Jimma Arjo,3/1/17,11
859,Oromia,East Wellega,Kiremu,3/1/17,4
860,Oromia,East Wellega,Leqa Dulecha,3/1/17,7
861,Oromia,East Wellega,Limu,3/1/17,11
862,Oromia,East Wellega,Nunu Qumba,3/1/17,2
863,Oromia,East Wellega,Sasiga,3/1/17,8
864,Oromia,East Wellega,Sibu Sire,3/1/17,5
865,Oromia,East Wellega,Wama Hagelo,3/1/17,3
866,Oromia,East Wellega,Wayu Tuqa,3/1/17,0
867,Oromia,Finfine Zuria,Akaki,3/1/17,2
868,Oromia,Finfine Zuria,Berreh,3/1/17,1
869,Oromia,Finfine Zuria,Holeta,3/1/17,6
870,Oromia,Finfine Zuria,Mullo,3/1/17,0
871,Oromia,Finfine Zuria,Sandefa,3/1/17,11
872,Oromia,Finfine Zuria,Sebeta Awas,3/1/17,10
873,Oromia,Finfine Zuria,Sululta Town,3/1/17,1
874,Oromia,Finfine Zuria,Walmera,3/1/17,0
875,Oromia,Gelan Town,Gelan Town,3/1/17,0
876,Oromia,Guji,Adola Hospital,3/1/17,12
877,Oromia,Guji,Adola Reda,3/1/17,49
878,Oromia,Guji,Adola Town,3/1/17,2
879,Oromia,Guji,Aga Wayyu,3/1/17,23
880,Oromia,Guji,Anna Sora,3/1/17,37
881,Oromia,Guji,Bore,3/1/17,24
882,Oromia,Guji,Dima,3/1/17,25
883,Oromia,Guji,Girja,3/1/17,17
884,Oromia,Guji,Goro Dola,3/1/17,33
885,Oromia,Guji,Gumi Eldallo,3/1/17,11
886,Oromia,Guji,Hambela Wamena,3/1/17,86
887,Oromia,Guji,Liben,3/1/17,46
888,Oromia,Guji,Negele Hospital,3/1/17,6
889,Oromia,Guji,Negele Town,3/1/17,10
890,Oromia,Guji,Odo Shakiso,3/1/17,24
891,Oromia,Guji,Saba Boru,3/1/17,10
892,Oromia,Guji,Shakiso town,3/1/17,4
893,Oromia,Guji,Uraga,3/1/17,47
894,Oromia,Guji,Wadara,3/1/17,128
895,Oromia,Horo Gudru Wellega,Abay Chomen,3/1/17,2
896,Oromia,Horo Gudru Wellega,Abe Dengoro,3/1/17,5
897,Oromia,Horo Gudru Wellega,Amuru,3/1/17,5
898,Oromia,Horo Gudru Wellega,Gudru,3/1/17,3
899,Oromia,Horo Gudru Wellega,Hababo Guduru,3/1/17,2
900,Oromia,Horo Gudru Wellega,Horo,3/1/17,0
901,Oromia,Horo Gudru Wellega,Jarte Jardga,3/1/17,7
902,Oromia,Horo Gudru Wellega,Jima Geneti,3/1/17,2
903,Oromia,Horo Gudru Wellega,Jima Rare,3/1/17,8
904,Oromia,Horo Gudru Wellega,Shambu Town,3/1/17,13
905,Oromia,Ilu Aba Bora,Ale,3/1/17,0
906,Oromia,Ilu Aba Bora,Algesachi,3/1/17,9
907,Oromia,Ilu Aba Bora,Becho,3/1/17,0
908,Oromia,Ilu Aba Bora,Bilonopa,3/1/17,0
909,Oromia,Ilu Aba Bora,Bure,3/1/17,0
910,Oromia,Ilu Aba Bora,Darimu,3/1/17,3
911,Oromia,Ilu Aba Bora,Didu,3/1/17,3
912,Oromia,Ilu Aba Bora,Doreni,3/1/17,0
913,Oromia,Ilu Aba Bora,Halu,3/1/17,0
914,Oromia,Ilu Aba Bora,Hurumu,3/1/17,0
915,Oromia,Ilu Aba Bora,Metu Rural,3/1/17,2
916,Oromia,Ilu Aba Bora,Metu Town,3/1/17,4
917,Oromia,Ilu Aba Bora,Nono Sele,3/1/17,0
918,Oromia,Ilu Aba Bora,Yayu,3/1/17,0
919,Oromia,Jimma,B/Tolyi,3/1/17,6
920,Oromia,Jimma,Agaro,3/1/17,1
921,Oromia,Jimma,Chora Boter,3/1/17,7
922,Oromia,Jimma,Dedo,3/1/17,20
923,Oromia,Jimma,Gera,3/1/17,9
924,Oromia,Jimma,Gomma,3/1/17,14
925,Oromia,Jimma,Guma,3/1/17,30
926,Oromia,Jimma,Kersa,3/1/17,9
927,Oromia,Jimma,Limu Hospital,3/1/17,3
928,Oromia,Jimma,Limu Kosa,3/1/17,8
929,Oromia,Jimma,Limu Seka,3/1/17,19
930,Oromia,Jimma,Mana,3/1/17,11
931,Oromia,Jimma,Mancho,3/1/17,44
932,Oromia,Jimma,Nono Benja,3/1/17,2
933,Oromia,Jimma,O/Beyam,3/1/17,37
934,Oromia,Jimma,Omonada,3/1/17,50
935,Oromia,Jimma,Seka Chekorsa,3/1/17,25
936,Oromia,Jimma,Sekoru,3/1/17,33
937,Oromia,Jimma,Setema,3/1/17,55
938,Oromia,Jimma,Shabe,3/1/17,32
939,Oromia,Jimma,Sigmo,3/1/17,16
940,Oromia,Jimma,Tiro Afeta,3/1/17,16
941,Oromia,Jimma Spe Town,Jimma Spe Town,3/1/17,74
942,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,3/1/17,0
943,Oromia,Nekemte Town,Nekemte Town,3/1/17,23
944,Oromia,North Shewa,Abichugna,3/1/17,22
945,Oromia,North Shewa,Aleiltu,3/1/17,0
946,Oromia,North Shewa,Debre Libanos,3/1/17,19
947,Oromia,North Shewa,Dera,3/1/17,25
948,Oromia,North Shewa,Dera hospital,3/1/17,3
949,Oromia,North Shewa,Fiche Hospital,3/1/17,6
950,Oromia,North Shewa,Fichetown,3/1/17,4
951,Oromia,North Shewa,Girar Jarso,3/1/17,15
952,Oromia,North Shewa,Hidabu Abote,3/1/17,4
953,Oromia,North Shewa,Jido,3/1/17,16
954,Oromia,North Shewa,Kimbibit,3/1/17,8
955,Oromia,North Shewa,Kuyu,3/1/17,13
956,Oromia,North Shewa,Kuyu Hospital,3/1/17,3
957,Oromia,North Shewa,Were Jarso,3/1/17,7
958,Oromia,North Shewa,Wuchale,3/1/17,18
959,Oromia,North Shewa,Yaya Gulele,3/1/17,4
960,Oromia,Qeleme Wellega,Anfilo,3/1/17,33
961,Oromia,Qeleme Wellega,Dale Sedi,3/1/17,7
962,Oromia,Qeleme Wellega,Dale Wabera,3/1/17,42
963,Oromia,Qeleme Wellega,Dambi Dollo,3/1/17,0
964,Oromia,Qeleme Wellega,Dambi Dolo Hospital,3/1/17,10
965,Oromia,Qeleme Wellega,Gawo Qebe,3/1/17,23
966,Oromia,Qeleme Wellega,Gidami,3/1/17,14
967,Oromia,Qeleme Wellega,Hawa Gelan,3/1/17,6
968,Oromia,Qeleme Wellega,Jimma Horo,3/1/17,2
969,Oromia,Qeleme Wellega,Laloqile,3/1/17,3
970,Oromia,Qeleme Wellega,Seyo,3/1/17,0
971,Oromia,Qeleme Wellega,Yemalogi Wolel,3/1/17,16
972,Oromia,Sebeta Town,Sebeta Town,3/1/17,2
973,Oromia,Shashamane Town,Shashamane Town,3/1/17,33
974,Oromia,South West Shewa,Ameya,3/1/17,12
975,Oromia,South West Shewa,Becho,3/1/17,1
976,Oromia,South West Shewa,Dawo,3/1/17,0
977,Oromia,South West Shewa,Goro,3/1/17,7
978,Oromia,South West Shewa,Ilu,3/1/17,0
979,Oromia,South West Shewa,Kersana Malima,3/1/17,5
980,Oromia,South West Shewa,Seden Sodo,3/1/17,3
981,Oromia,South West Shewa,Sodo Dac'Ha,3/1/17,2
982,Oromia,South West Shewa,St.Luke Hospital,3/1/17,18
983,Oromia,South West Shewa,Tole,3/1/17,3
984,Oromia,South West Shewa,Tulu Bolo Hospital,3/1/17,7
985,Oromia,South West Shewa,Woliso Rural,3/1/17,2
986,Oromia,South West Shewa,Woliso Town,3/1/17,6
987,Oromia,South West Shewa,Wonchi,3/1/17,0
988,Oromia,Sululta Town,Sululta Town,3/1/17,0
989,Oromia,West Arsi,Arsi Negele Rural,3/1/17,38
990,Oromia,West Arsi,Arsi Negele Town,3/1/17,5
